chain_id,dp,mass,fraction_m1,fraction_m2,sequence
29,80,9501.755000000001,0.4375,0.5625,11212212212121211221212212212222121211212121212212222211211121121212221212221122
30,143,16973.016,0.4405594405594406,0.5594405594405595,12121111221221221212221221211212121211211212112122121212121121121212222121121212222222111221212122121212122212211212221122221221222212212122121
31,16,1874.3600000000004,0.5,0.5,1221121211212221
32,223,26110.896999999935,0.5022421524663677,0.4977578475336323,1211212212211221121121121121211221212112121211121211111211212121121121222121222122121211212212212222121112121212221112221211212122122112121211221121212121212121221211221212212112121212112121212121121212122121212221121222212
33,164,19134.21699999998,0.5182926829268293,0.4817073170731707,12121211121122121212211211212121221221212121211111212112121222121112112121211212212121212121212212122121122121221212121222212121212121221211121212121121121121221211
34,1,104.152,1.0,0.0,1
35,36,4269.292,0.4444444444444444,0.5555555555555556,122122211222122111212121212121211222
36,49,5727.232000000001,0.5102040816326531,0.4897959183673469,1121212112112221212121212121212212111212122122121
37,121,14369.780000000002,0.4380165289256198,0.5619834710743802,1211211221121221212222221121221222212112122121211212212122121212222222122112221212111221212121121212221221121221212121121
38,1,130.143,0.0,1.0,2
39,124,14552.281000000003,0.49193548387096775,0.5080645161290323,2121122112121112111212211221221121212121222212121121211212122122212121212111211211212121221212122211211122212212122112212122
40,153,17806.607999999993,0.5294117647058824,0.47058823529411764,112121221112112112121211212112122212122121111121121211222212221212121212121211212122122112121112112112121112122121122112112122221112212221211221221111122
41,197,23065.061999999958,0.5025380710659898,0.49746192893401014,12111222112111211121112112212122211211112212221212121212211211221112212112122122121212122221212121212112211211121122121221122121122211122121212121222212122121212221122112111212112122122121221121212
42,69,8200.137,0.43478260869565216,0.5652173913043478,122222112122121221221212122221221121222111212212121221112122112111222
43,87,10256.810000000001,0.47126436781609193,0.5287356321839081,121221221121211121222112112121222122121212222121112112212211121212222122211221211212121
44,148,17363.820999999996,0.49324324324324326,0.5067567567567568,1211221222121122212212121121212121121221222111121121122212212212211111221112121212111212121122212111211112112212212212112111222121221212222222121212
45,221,26084.529999999937,0.4660633484162896,0.5339366515837104,12122121212221122121112111212121212121212222121212112212122112121211222211221112112222212121221212122121221212212111122122122111212221212112112211212122121212121212212221222222122111221121112121122212121212121212211212221
46,124,14578.272000000003,0.4838709677419355,0.5161290322580645,2221211221211121221221112211211111221212121211222222212212111122222111121212222121121221121212211212121212221212211121212112
47,20,2420.9230000000002,0.35,0.65,22122112212221212212
